time_new,AnkleAngle(deg),moment
1.87005056,-0.71629812,0
1.87010113,-0.72319225,0
1.87035394,-0.74719549,0
1.87161803,-0.76838764,0
1.87288212,-0.79019654,0
1.87414621,-0.80555322,0
1.875,-0.80956435,0
1.87504898,-0.81359429,0
1.87509795,-0.83401726,0
1.87534283,-0.85774611,0
1.87656723,-0.88213479,0
1.87779164,-0.90719068,0
1.87901604,-0.90892832,0
1.88,-0.91240967,0
1.88007164,-0.91589974,0
1.88014328,-0.93346568,0
1.88050149,-0.96229729,0
1.88184148,-0.98878507,0
1.8829739,-1.01576052,0
1.88410633,-1.02190789,0
1.885,-1.02875211,0
1.88510584,-1.03561615,0
1.88521168,-1.06609703,0
1.88574089,-1.09241191,0
1.88704727,-1.1190342,0
1.88816651,-1.14157642,NaN
1.88928575,,NaN
1.89,,NaN
1.89018498,,NaN
1.89036996,,NaN
1.89129485,,NaN
1.89256431,,NaN
1.89383378,,NaN
1.895,,NaN
