time_new,AnkleAngle(deg),moment_newnew
1.8719025,-0.71356018,0
1.87305574,-0.7149277,0
1.87420898,-0.71629812,0
1.875,-0.72319225,0
1.87506527,-0.74719549,0
1.87513054,-0.76838764,0
1.8754569,-0.79019654,0
1.87682222,-0.80555322,0
1.87797345,-0.80956435,0
1.87912468,-0.81359429,0
1.88,-0.83401726,0
1.88014602,-0.85774611,0
1.88029205,-0.88213479,0
1.88102216,-0.90719068,0
1.88233876,-0.90892832,0
1.8835192,-0.91240967,0
1.88469963,-0.91589974,0
1.885,-0.93346568,0
1.88512806,-0.96229729,0
1.88525613,-0.98878507,0
1.88589645,-1.01576052,0
1.88719754,-1.02190789,0
1.88832279,-1.02875211,0
1.88944804,-1.03561615,0
1.89,-1.06609703,0
1.89023145,-1.09241191,0
1.89046291,-1.1190342,0
1.89162018,-1.14157642,NaN
1.89277745,,NaN
1.89393471,,NaN
1.895,,NaN
